frequency,Vgate,Ir,Ii,Vr,Vi,C_gg
1412540000.0,0.2,-4.9656500000000004e-17,-2.671046e-10,0.001,0.0,3.009544325299352e-17
1584890000.0,0.2,-6.07153e-17,-2.996963e-10,0.001,0.0,3.0095557149929393e-17
1778280000.0,0.2,-7.50268e-17,-3.3626479999999996e-10,0.001,0.0,3.009548839766941e-17
1995260000.0,0.2,-9.367510000000001e-17,-3.772953e-10,0.001,0.0,3.009553241198619e-17
2238720000.0,0.2,-1.160096e-16,-4.233323e-10,0.001,0.0,3.0095513559293325e-17
2511890000.0,0.2,-1.448494e-16,-4.749867e-10,0.001,0.0,3.0095458482619525e-17
2818380000.0,0.2,-1.8041120000000001e-16,-5.329438e-10,0.001,0.0,3.009553011310698e-17
3162280000.0,0.2,-2.259477e-16,-5.979728e-10,0.001,0.0,3.009547761567645e-17
3548130000.0,0.2,-2.831936e-16,-6.709365e-10,0.001,0.0,3.0095532146729525e-17
3981070000.0,0.2,-3.5496780000000003e-16,-7.528031999999999e-10,0.001,0.0,3.009551463686815e-17
4466840000.0,0.2,-4.453903000000001e-16,-8.446591e-10,0.001,0.0,3.009547487542682e-17
5011870000.0,0.2,-5.592315e-16,-9.47723e-10,0.001,0.0,3.009551327785444e-17
5623410000.0,0.2,-7.027798000000001e-16,-1.0633999999999999e-09,0.001,0.0,3.009657245050983e-17
6309570000.0,0.2,-8.834079000000001e-16,-1.1931000000000002e-09,0.001,0.0,3.0095198659011686e-17
7079460000.0,0.2,-1.1104e-15,-1.3387000000000001e-09,0.001,0.0,3.009561778965067e-17
7943280000.0,0.2,-1.3965000000000001e-15,-1.5020000000000002e-09,0.001,0.0,3.009471207410879e-17
8912510000.0,0.2,-1.7564000000000001e-15,-1.6853000000000002e-09,0.001,0.0,3.0095206130794944e-17
10000000000.0,0.2,-2.2096000000000002e-15,-1.891e-09,0.001,0.0,3.009619973867741e-17
10.0,0.4,-3.4694000000000002e-18,-1.6779000000000001e-18,0.001,0.0,2.670460790138912e-17
11.22018,0.4,-3.4694000000000002e-18,-1.8826000000000003e-18,0.001,0.0,2.670412559021355e-17
12.58925,0.4,-3.4694000000000002e-18,-2.1124e-18,0.001,0.0,2.6705236752572215e-17
14.12538,0.4,-3.4694000000000002e-18,-2.3701000000000002e-18,0.001,0.0,2.6704635954721304e-17
15.84893,0.4,-3.4694000000000002e-18,-2.6593e-18,0.001,0.0,2.6704688591865656e-17
17.78279,0.4,-3.4694000000000002e-18,-2.9838000000000003e-18,0.001,0.0,2.6704837609711267e-17
19.95262,0.4,-3.4694000000000002e-18,-3.3479000000000005e-18,0.001,0.0,2.6705005857744822e-17
22.38721,0.4,-3.4694000000000002e-18,-3.7564e-18,0.001,0.0,2.6704963603342966e-17
25.11886,0.4,-3.4694000000000002e-18,-4.2146999999999996e-18,0.001,0.0,2.670464896294701e-17
28.18383,0.4,-3.4694000000000002e-18,-4.729000000000001e-18,0.001,0.0,2.6704806475258087e-17
31.62278,0.4,-3.4694000000000002e-18,-5.306e-18,0.001,0.0,2.670467707284422e-17
35.48134,0.4,-3.4694000000000002e-18,-5.953400000000001e-18,0.001,0.0,2.6704544929906528e-17
39.81072,0.4,-3.4694000000000002e-18,-6.6799e-18,0.001,0.0,2.6704844935222263e-17
44.66836,0.4,-3.4694000000000002e-18,-7.494900000000002e-18,0.001,0.0,2.670459320600637e-17
50.11872,0.4,-3.4694000000000002e-18,-8.409400000000001e-18,0.001,0.0,2.6704544298756726e-17
56.23413,0.4,-3.4694000000000002e-18,-9.4355e-18,0.001,0.0,2.6704538072227286e-17
63.09573,0.4,-3.4694000000000002e-18,-1.05869e-17,0.001,0.0,2.6704778073248168e-17
70.79458,0.4,-3.4694000000000002e-18,-1.1878600000000001e-17,0.001,0.0,2.670455714281218e-17
79.43282,0.4,-3.4694000000000002e-18,-1.33281e-17,0.001,0.0,2.6704742410291996e-17
89.12509,0.4,-3.4694000000000002e-18,-1.49543e-17,0.001,0.0,2.6704609953034895e-17
100.0,0.4,-3.4694000000000002e-18,-1.6779e-17,0.001,0.0,2.670460790138912e-17
112.20185,0.4,-3.4694000000000002e-18,-1.88264e-17,0.001,0.0,2.670468107812178e-17
125.89254,0.4,-3.4694000000000002e-18,-2.11235e-17,0.001,0.0,2.6704596161151813e-17
141.25375,0.4,-3.4694000000000002e-18,-2.3701000000000004e-17,0.001,0.0,2.6704645407438827e-17
158.48932,0.4,-3.4694000000000002e-18,-2.6593000000000003e-17,0.001,0.0,2.6704685221961792e-17
177.82794,0.4,-3.4694000000000002e-18,-2.9837800000000003e-17,0.001,0.0,2.670465260401349e-17
199.52623,0.4,-3.4694000000000002e-18,-3.34786e-17,0.001,0.0,2.6704682776777407e-17
223.87211,0.4,-3.4694000000000002e-18,-3.7563600000000006e-17,0.001,0.0,2.6704678042864385e-17
251.18864,0.4,-3.4694000000000002e-18,-4.2147e-17,0.001,0.0,2.670464471042207e-17
281.83829,0.4,-3.4694000000000002e-18,-4.7289700000000005e-17,0.001,0.0,2.6704638011864193e-17
316.22777,0.4,-3.4694000000000002e-18,-5.3059900000000005e-17,0.001,0.0,2.670462927706083e-17
354.81339,0.4,-3.4694000000000002e-18,-5.95342e-17,0.001,0.0,2.6704635394457673e-17
398.10717,0.4,-3.4694000000000002e-18,-6.679850000000001e-17,0.001,0.0,2.670464705803709e-17
446.68359,0.4,-3.4694000000000002e-18,-7.494920000000001e-17,0.001,0.0,2.670466506455517e-17
501.18723,0.4,-3.4694000000000002e-18,-8.40944e-17,0.001,0.0,2.6704669722624582e-17
562.34133,0.4,-3.4694000000000002e-18,-9.435540000000001e-17,0.001,0.0,2.670464985636575e-17
630.95734,0.4,-3.4694000000000002e-18,-1.0586850000000001e-16,0.001,0.0,2.6704650258485497e-17
707.94578,0.4,-3.4694000000000002e-18,-1.187864e-16,0.001,0.0,2.6704647822169542e-17
794.32823,0.4,-3.4694000000000002e-18,-1.332806e-16,0.001,0.0,2.670466125603224e-17
891.25094,0.4,-3.4694000000000002e-18,-1.495433e-16,0.001,0.0,2.670466232694715e-17
1000.0,0.4,-3.4694000000000002e-18,-1.677903e-16,0.001,0.0,2.670465564787205e-17
1122.02,0.4,-3.4694000000000002e-18,-1.882638e-16,0.001,0.0,2.6704617007953485e-17
1258.93,0.4,-3.4694000000000002e-18,-2.1123550000000003e-16,0.001,0.0,2.670456179572181e-17
1412.54,0.4,-3.4694000000000002e-18,-2.370101e-16,0.001,0.0,2.670460941120565e-17
1584.8899999999999,0.4,-3.4694000000000002e-18,-2.6592970000000007e-16,0.001,0.0,2.6704709014470923e-17
1778.28,0.4,-3.4694000000000002e-18,-2.98378e-16,0.001,0.0,2.670464359373864e-17
1995.26,0.4,-3.4694000000000002e-18,-3.347856e-16,0.001,0.0,2.6704681653511847e-17
2238.72,0.4,-3.4694000000000002e-18,-3.756357e-16,0.001,0.0,2.6704669836685373e-17
2511.8900000000003,0.4,-3.4694000000000002e-18,-4.214702e-16,0.001,0.0,2.670461910988528e-17
